id,display_name,class,spec,provenance,defined,registered,implementation_class,implementation_category,configured_spell_category,configured_spell_category_reason,unlock_level,active_kit,balance_entry,spell_school,combo_reference,targeting,cooldown,effective_cost,damage,healing,cc,mobility,summon,delayed,projectile,scaling_path,regression_coverage,definition_location,registration_location
rune_tap,Rúnacsapolás,death_knight,blood,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF healing primitive; no persistent/scheduled lifecycle,30,blood,yes,class default / primordial,,SELF,60,4,,5,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:941,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:941
sacrifice_pact,Áldozati Paktum,warlock,demonologist,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage primitive; no persistent/scheduled lifecycle,39,demonologist,yes,class default / primordial,,AOE,120,5,6.0,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1094,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1094
savage_claw,Vad Karom,druid,feral,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,25,feral,yes,class default / primordial,,TARGET,20,3,6,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:706,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:706
savage_leap,Vad Ugrás,warrior,berserker,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF mobility primitive; no persistent/scheduled lifecycle,39,,yes,class default / primordial,,SELF,40,4,,,,dash,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:439,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:439
searing_totem,Perzselő Totem,shaman,,BASE,yes,yes,ShamanTotemSpell,stateful,,,15,elemental,yes,class default / primordial,,implementation-defined,75,50,,,,,no,yes,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/managers/TotemManager.java:50,src/main/java/hu/taliann/icesmp/core/IceSMPCore.java:814
second_wind,Második Lendület,warrior,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate SELF healing primitive; no persistent/scheduled lifecycle,12,berserker,yes,class default / primordial,,SELF,180,8,,6,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:242,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:242
seed_of_corruption,Romlás Magja,warlock,affliction,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE utility primitive; no persistent/scheduled lifecycle,36,affliction,yes,class default / primordial,,AOE,60,5,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1393,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1393
serenity,Derű,monk,windwalker,SPEC,yes,yes,ConfiguredSpell,configured,B,generic gameplay retained; signature presentation/VFX readability is intentionally distinct,45,windwalker,yes,class default / primordial,,AOE,300,150,9,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1263,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1263
shadow_bolt,Árnyéklövedék,warlock,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,2,,yes,class default / primordial,,TARGET,20,30,5,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1367,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1367
shadow_dash,Árnyéksuhanás,assassin,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate SELF mobility primitive; no persistent/scheduled lifecycle,20,,yes,class default / primordial,,SELF,60,35,,,,dash,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:318,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:318
shadow_word_death,Árnyszó: Halál,priest,shadow,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,30,shadow,yes,class default / primordial,,TARGET,45,50,8,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1353,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1353
shadow_word_pain,Árnyszó: Fájdalom,priest,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate TARGET utility primitive; no persistent/scheduled lifecycle,11,shadow,yes,class default / primordial,,TARGET,25,3,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1317,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1317
shadowburn,Átoknyúl,warlock,,BASE,yes,yes,ShadowburnSpell,stateful,,,13,,yes,arnyek,,implementation-defined,90,60,5,,,,no,yes,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/ShadowburnSpell.java:30,src/main/java/hu/taliann/icesmp/core/IceSMPCore.java:794
shadowfury,Árnydüh,warlock,destruction,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage/cc primitive; no persistent/scheduled lifecycle,36,destruction,yes,class default / primordial,,AOE,90,5,3,,SLOWNESS,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1415,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1415
shadowstep,Árnyéklépés,assassin,,BASE,yes,yes,ShadowstepSpell,dedicated,,,5,,yes,class default / primordial,,implementation-defined,90,60,,,,,no,no,yes,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/ShadowstepSpell.java:20,src/main/java/hu/taliann/icesmp/core/IceSMPCore.java:781
shattering_star,Robbanó Csillag,evoker,devastation,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,33,,yes,class default / primordial,,TARGET,45,50,6,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1503,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1503
shear,Lélek Csere,demon_hunter,,BASE,yes,yes,SoulExchangeSpell,stateful,,,6,vengeance,yes,class default / primordial,,implementation-defined,50,40,5,,,,no,yes,yes,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SoulExchangeSpell.java:30,src/main/java/hu/taliann/icesmp/core/IceSMPCore.java:798
sheilun_blessing,Sheilun Áldása,monk,mistweaver,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF healing primitive; no persistent/scheduled lifecycle,33,,yes,class default / primordial,,SELF,120,70,,8,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1605,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1605
shield_charge,Pajzsroham,warrior,guardian,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF mobility primitive; no persistent/scheduled lifecycle,37,guardian,yes,class default / primordial,,SELF,45,4,,,,dash,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:483,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:483
shield_of_the_righteous,Igazak Pajzsa,paladin,protection,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,27,protection,yes,class default / primordial,,SELF,25,4,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1615,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1615
shield_wall,Pajzsfal,warrior,guardian,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,29,,yes,class default / primordial,,SELF,150,8,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:466,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:466
sigil_of_flame,Láng Pecsétje,demon_hunter,vengeance,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage primitive; no persistent/scheduled lifecycle,33,vengeance,yes,class default / primordial,,AOE,45,45,4,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1465,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1465
silence_of_the_grave,A Sír Csendje,priest,bone_priest,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage primitive; no persistent/scheduled lifecycle,39,bone_priest,yes,arnyek,,AOE,90,50,4.0,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1038,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1038
siphon_life,Élet Lecsapolása,warlock,affliction,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage/healing primitive; no persistent/scheduled lifecycle,33,affliction,yes,class default / primordial,,TARGET,45,45,4,4,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1395,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1395
smite,Sújtás,paladin,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,2,retribution,yes,class default / primordial,,TARGET,20,30,5,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:784,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:784
smoke_bomb,Füstbomba,assassin,,BASE,yes,yes,SmokeBombSpell,dedicated,,,12,,yes,class default / primordial,,implementation-defined,120,6,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SmokeBombSpell.java:20,src/main/java/hu/taliann/icesmp/core/IceSMPCore.java:782
snare,Csapdázás,archer,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate TARGET cc primitive; no persistent/scheduled lifecycle,12,,yes,class default / primordial,trap-volley,TARGET,60,45,,,"SLOWNESS,JUMP_BOOST",,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:270,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:270
solar_beam,Napsugár,druid,lunar,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage/cc primitive; no persistent/scheduled lifecycle,36,lunar,yes,class default / primordial,,TARGET,60,55,6,,BLINDNESS,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:756,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:756
soothing_mist,Csillapító Köd,monk,mistweaver,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF healing primitive; no persistent/scheduled lifecycle,25,mistweaver,yes,class default / primordial,,SELF,20,35,,5,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1593,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1593
soul_cleave,Lélekhasítás,demon_hunter,vengeance,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage/healing primitive; no persistent/scheduled lifecycle,25,vengeance,yes,class default / primordial,,AOE,25,4,4,3,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1459,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1459
soul_harvest,Lélekaratás,wizard,necromancer,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage/healing primitive; no persistent/scheduled lifecycle,45,necromancer,yes,class default / primordial,,AOE,300,150,6,6,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:402,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:402
soul_rot,Lélekrothadás,warlock,affliction,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage primitive; no persistent/scheduled lifecycle,39,,yes,class default / primordial,,AOE,90,3,4,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1397,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1397
soul_siphon,Lélekszívás,wizard,necromancer,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage/healing primitive; no persistent/scheduled lifecycle,28,,yes,class default / primordial,,AOE,90,50,2,4,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:372,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:372
spectral_sight,Szellemlátás,demon_hunter,,BASE,yes,yes,SpectralSightSpell,stateful,,,21,,yes,class default / primordial,,implementation-defined,75,45,,,,,no,yes,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpectralSightSpell.java:30,src/main/java/hu/taliann/icesmp/core/IceSMPCore.java:806
spectral_volley,Szellemsortűz,archer,sharpshooter,SPEC,yes,yes,ProjectileBurstSpell,projectile,,,42,,yes,class default / primordial,,implementation-defined,90,60,,,,,no,no,yes,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:538,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:538
spectre,Kísértet,assassin,phantom,SPEC,yes,yes,ConfiguredSpell,configured,B,generic gameplay retained; signature presentation/VFX readability is intentionally distinct,45,phantom,yes,class default / primordial,,SELF,300,4,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:663,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:663
spinning_crane_kick,Pörgő Darurúgás,monk,,BASE,yes,yes,SpinningCraneKickSpell,stateful,,,11,,yes,class default / primordial,,implementation-defined,30,4,4,,,,no,yes,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpinningCraneKickSpell.java:25,src/main/java/hu/taliann/icesmp/core/IceSMPCore.java:804
spirit_link,Szellemkötés,shaman,tidal,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE utility primitive; no persistent/scheduled lifecycle,39,,yes,class default / primordial,,AOE,90,6,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1583,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1583
spirit_tide,Szellemár,shaman,tidal,SPEC,yes,yes,ConfiguredSpell,configured,B,generic gameplay retained; signature presentation/VFX readability is intentionally distinct,45,tidal,yes,class default / primordial,,AOE,300,150,,8,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1587,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1587
spiritbloom,Szellemvirág,evoker,preservation,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE healing primitive; no persistent/scheduled lifecycle,28,preservation,yes,class default / primordial,,AOE,45,50,,5,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1517,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1517
stampede,Csorda Rohama,archer,beast_master,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF mobility primitive; no persistent/scheduled lifecycle,39,beast_master,yes,class default / primordial,,SELF,60,5,,,,dash,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:562,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:562
starfall,Csillaghullás,druid,lunar,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage primitive; no persistent/scheduled lifecycle,40,lunar,yes,class default / primordial,,AOE,120,80,6,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:764,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:764
starsurge,Csillagár,druid,lunar,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,28,lunar,yes,class default / primordial,lunar-eclipse,TARGET,35,45,7,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:752,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:752
stasis,Stázis,evoker,preservation,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,39,,yes,class default / primordial,,SELF,120,6,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1525,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1525
stellar_flare,Csillagláng,druid,lunar,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,30,,yes,class default / primordial,,TARGET,30,40,5,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:772,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:772
stone_skin,Kőbőr,wizard,elementalist,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,39,elementalist,yes,class default / primordial,,SELF,150,60,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:351,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:351
storm_earth_fire,"Vihar, Föld, Tűz",monk,windwalker,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,36,,yes,class default / primordial,,SELF,90,6,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1255,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1255
stormkeeper,Viharőrző,shaman,elemental,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,39,,yes,class default / primordial,,SELF,75,5,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1159,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1159
stormstrike,Viharcsapás,shaman,enhancement,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,25,enhancement,yes,class default / primordial,,TARGET,20,3,7,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1171,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1171
summon_infernal,Infernál Megidézése,warlock,destruction,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage primitive; no persistent/scheduled lifecycle,45,destruction,yes,class default / primordial,,AOE,300,150,8,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1417,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1417
sun_dance,Naptanc,wizard,elementalist,SPEC,yes,yes,SunDanceSpell,dedicated,,,25,,yes,class default / primordial,,implementation-defined,3600,352,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SunDanceSpell.java:25,src/main/java/hu/taliann/icesmp/core/IceSMPCore.java:773
sundering,Hasítás,shaman,enhancement,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,39,,yes,class default / primordial,,TARGET,60,5,7,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1191,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1191
sunfire,Napperzselés,druid,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate TARGET damage primitive; no persistent/scheduled lifecycle,3,lunar,yes,class default / primordial,,TARGET,25,35,4,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:694,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:694
survival_instinct,Túlélő Ösztön,druid,ironbark,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,42,,yes,class default / primordial,,SELF,150,7,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1545,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1545
survival_instincts,Túlélő Ösztön,druid,feral,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,39,feral,yes,class default / primordial,,SELF,90,5,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:731,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:731
swift_steps,Szélléptek,archer,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,22,,yes,class default / primordial,,SELF,90,60,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:282,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:282
swiftmend,Gyorsgyógyír,druid,restoration,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF healing primitive; no persistent/scheduled lifecycle,30,restoration,yes,class default / primordial,,SELF,30,45,,5,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1557,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1557
swipe,Mancscsapás,druid,feral,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage primitive; no persistent/scheduled lifecycle,32,feral,yes,class default / primordial,,AOE,25,3,5,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:727,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:727
tail_swipe,Farokcsapás,evoker,,BASE,yes,yes,ConfiguredSpell,configured,A,immediate AOE damage primitive; no persistent/scheduled lifecycle,13,,yes,class default / primordial,,AOE,30,3,4,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1487,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1487
talent_surge,Talentum Lendület,,,TALENT,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,,,yes,class default / primordial,,SELF,300,100,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:93,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:93
taunt,Kihívás,warrior,guardian,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE cc primitive; no persistent/scheduled lifecycle,26,guardian,yes,class default / primordial,,AOE,60,4,,,SLOWNESS,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:457,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:457
temporal_anomaly,Időbeli Anomália,evoker,preservation,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate SELF utility primitive; no persistent/scheduled lifecycle,36,preservation,yes,class default / primordial,,SELF,90,6,,,,,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1523,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1523
terror,Rémület,assassin,phantom,SPEC,yes,yes,ConfiguredSpell,configured,A,immediate AOE cc primitive; no persistent/scheduled lifecycle,32,,yes,class default / primordial,,AOE,120,6,,,"BLINDNESS,SLOWNESS",,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:638,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:638
the_hunt,A Vadászat,demon_hunter,havoc,SPEC,yes,yes,ConfiguredSpell,configured,B,generic gameplay retained; signature presentation/VFX readability is intentionally distinct,45,havoc,yes,class default / primordial,,AOE,300,150,8,,,dash,no,no,no,CastModifiers -> immutable snapshot/shared primitives,class/profile + cast architecture + strict source graph,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1453,src/main/java/hu/taliann/icesmp/spells/SpellCatalog.java:1453
